1474000000000,1474000000001,3,1,0,0,360.42,1078.58,0.3935,0.2017,0
1474000000018,1474000000017,3,1,0,2,359.56,1080.57,0.4043,0.2127,0
1474000000036,1474000000035,3,1,0,2,360.12,1078.54,0.418,0.2046,0
1474000000054,1474000000054,3,1,0,2,362.95,1079.23,0.4485,0.2366,0
1474000000072,1474000000072,3,1,0,2,364.02,1076.09,0.4979,0.2635,0
1474000000090,1474000000090,3,1,0,2,363.21,1075.37,0.5301,0.265,0
1474000000108,1474000000109,3,1,0,2,363.47,1075.63,0.5576,0.3055,0
1474000000126,1474000000126,3,1,0,2,365.35,1071.55,0.6043,0.303,0
1474000000144,1474000000145,3,1,0,2,367.25,1070.84,0.6358,0.3374,0
1474000000162,1474000000161,3,1,0,2,365.76,1068.51,0.6662,0.369,0
1474000000180,1474000000179,3,1,0,2,368.93,1064.94,0.6873,0.3838,0
1474000000198,1474000000199,3,1,0,2,368.22,1061.44,0.6907,0.3931,0
1474000000216,1474000000216,3,1,0,2,368.08,1059.46,0.7014,0.3723,0
1474000000234,1474000000235,3,1,0,2,369.76,1057.03,0.7056,0.3817,0
1474000000252,1474000000252,3,1,0,2,370.33,1052.62,0.6822,0.3897,0
1474000000270,1474000000271,3,1,0,2,371.28,1046.52,0.7165,0.382,0
1474000000288,1474000000288,3,1,0,2,371.72,1044.06,0.6958,0.3924,0
1474000000306,1474000000307,3,1,0,2,371.89,1038.05,0.7098,0.3812,0
1474000000324,1474000000323,3,1,0,2,373.88,1035.63,0.696,0.3716,0
1474000000342,1474000000343,3,1,0,2,374.29,1028.3,0.6819,0.3683,0
1474000000360,1474000000361,3,1,0,2,373.86,1024.94,0.7039,0.3765,0
1474000000378,1474000000377,3,1,0,2,376.96,1019.14,0.7188,0.3908,0
1474000000396,1474000000397,3,1,0,2,376.57,1012.34,0.7154,0.3875,0
1474000000414,1474000000415,3,1,0,2,376.09,1007.11,0.6863,0.3651,0
1474000000432,1474000000431,3,1,0,2,378.2,1001.06,0.7,0.3704,0
1474000000450,1474000000449,3,1,0,2,378.66,995.02,0.7056,0.3833,0
1474000000468,1474000000467,3,1,0,2,377.62,988.26,0.7181,0.3927,0
1474000000486,1474000000486,3,1,0,2,378.71,982.71,0.6845,0.3759,0
1474000000504,1474000000505,3,1,0,2,378.02,975.26,0.7027,0.3674,0
1474000000522,1474000000521,3,1,0,2,379.11,967.86,0.7104,0.388,0
1474000000540,1474000000541,3,1,0,2,379.95,963.44,0.6866,0.3808,0
1474000000558,1474000000557,3,1,0,2,379.53,954.01,0.7016,0.3869,0
1474000000576,1474000000577,3,1,0,2,380.66,947.19,0.7069,0.3762,0
1474000000594,1474000000595,3,1,0,2,380.1,939.2,0.6826,0.3656,0
1474000000612,1474000000611,3,1,0,2,379.62,931.43,0.6828,0.3839,0
1474000000630,1474000000630,3,1,0,2,379.29,923.02,0.6932,0.3804,0
1474000000648,1474000000649,3,1,0,2,381.23,915.59,0.6853,0.3931,0
1474000000666,1474000000665,3,1,0,2,381.04,907.57,0.6989,0.3772,0
1474000000684,1474000000685,3,1,0,2,379.67,899.88,0.6969,0.379,0
1474000000702,1474000000703,3,1,0,2,379.58,892.17,0.7058,0.3668,0
1474000000720,1474000000720,3,1,0,2,380.44,884.3,0.6899,0.3707,0
1474000000738,1474000000737,3,1,0,2,379.82,873.65,0.6985,0.3912,0
1474000000756,1474000000757,3,1,0,2,380.68,866.96,0.702,0.3665,0
1474000000774,1474000000773,3,1,0,2,381.78,858.44,0.7171,0.3905,0
1474000000792,1474000000791,3,1,0,2,380.39,848.04,0.7146,0.3921,0
1474000000810,1474000000810,3,1,0,2,380.19,840.51,0.6906,0.3885,0
1474000000828,1474000000829,3,1,0,2,379.76,830.52,0.7092,0.3885,0
1474000000846,1474000000847,3,1,0,2,380.89,819.67,0.6919,0.3941,0
1474000000864,1474000000864,3,1,0,2,380.75,810.08,0.6925,0.3665,0
1474000000882,1474000000881,3,1,0,2,379.85,803.07,0.6863,0.3938,0
1474000000900,1474000000900,3,1,0,2,380.67,791.26,0.6827,0.3909,0
1474000000918,1474000000919,3,1,0,2,378.24,784.2,0.6898,0.3828,0
1474000000936,1474000000936,3,1,0,2,377.88,773.91,0.7026,0.3745,0
1474000000954,1474000000955,3,1,0,2,377.98,764.43,0.6895,0.3769,0
1474000000972,1474000000971,3,1,0,2,379.04,753.94,0.7172,0.3931,0
1474000000990,1474000000989,3,1,0,2,378.2,745.81,0.7198,0.3672,0
1474000001008,1474000001007,3,1,0,2,378.06,733.41,0.694,0.3671,0
1474000001026,1474000001027,3,1,0,2,377.36,723.64,0.7133,0.3861,0
1474000001044,1474000001045,3,1,0,2,378.92,715.7,0.7012,0.385,0
1474000001062,1474000001061,3,1,0,2,376.57,705.36,0.7176,0.369,0
1474000001080,1474000001079,3,1,0,2,378.06,695.65,0.6862,0.3735,0
1474000001098,1474000001098,3,1,0,2,377.26,684.08,0.7054,0.3729,0
1474000001116,1474000001116,3,1,0,2,375.58,676.21,0.682,0.384,0
1474000001134,1474000001133,3,1,0,2,374.69,664.5,0.6852,0.3944,0
1474000001152,1474000001151,3,1,0,2,376.52,655.15,0.6971,0.3653,0
1474000001170,1474000001170,3,1,0,2,376.89,645.57,0.686,0.3661,0
1474000001188,1474000001187,3,1,0,2,375.56,633.95,0.6851,0.3742,0
1474000001206,1474000001207,3,1,0,2,376.29,624.14,0.69,0.3681,0
1474000001224,1474000001223,3,1,0,2,376.05,614.75,0.7048,0.3696,0
1474000001242,1474000001241,3,1,0,2,375.8,606.5,0.7124,0.3914,0
1474000001260,1474000001261,3,1,0,2,373.58,596.41,0.7113,0.3774,0
1474000001278,1474000001277,3,1,0,2,375.49,586.15,0.6907,0.3886,0
1474000001296,1474000001296,3,1,0,2,373.93,573.95,0.6988,0.371,0
1474000001314,1474000001315,3,1,0,2,373.74,566.45,0.7149,0.3717,0
1474000001332,1474000001332,3,1,0,2,373.2,555.17,0.7146,0.394,0
1474000001350,1474000001350,3,1,0,2,373.63,545.96,0.7072,0.3903,0
1474000001368,1474000001368,3,1,0,2,375.38,535.06,0.7188,0.3704,0
1474000001386,1474000001386,3,1,0,2,372.7,526.85,0.6938,0.3886,0
1474000001404,1474000001404,3,1,0,2,374.45,517.01,0.6954,0.3823,0
1474000001422,1474000001423,3,1,0,2,372.84,507.25,0.7008,0.3892,0
1474000001440,1474000001439,3,1,0,2,374.98,498.71,0.7068,0.3759,0
1474000001458,1474000001457,3,1,0,2,375.81,489.86,0.7049,0.3849,0
1474000001476,1474000001476,3,1,0,2,375.31,478.7,0.6924,0.3773,0
1474000001494,1474000001494,3,1,0,2,375.45,470.24,0.6877,0.3849,0
1474000001512,1474000001513,3,1,0,2,375.64,462.15,0.7046,0.374,0
